Time(of day);Time (seconds);time;Channel0;Channel1;Channel2;Channel3;Channel4;Channel5;Channel6;Channel7
0.706369387;115.952823749;2021-11-23 16:57:10.315;29.62;33.26;38.72;61.8;101.98;219.16;211.12;120.52
0.706369572;115.968823964;2021-11-23 16:57:10.331;29.62;33.26;38.72;61.8;101.98;215.88;211.12;120.52
0.706369757;115.984824179;2021-11-23 16:57:10.347;29.62;33.26;38.72;61.8;101.98;215.88;213.14;120.52
0.706369942;116.000823765;2021-11-23 16:57:10.363;29.62;33.26;38.72;61.8;101.98;215.88;213.14;117.14
0.706380394;116.903823796;2021-11-23 16:57:11.266;29.62;33.38;38.72;61.8;101.98;215.88;213.14;117.14
0.706380579;116.919824011;2021-11-23 16:57:11.282;29.62;33.38;39;61.8;101.98;215.88;213.14;117.14
0.706380775;116.936823768;2021-11-23 16:57:11.299;29.62;33.38;39;63.24;101.98;215.88;213.14;117.14
0.706380949;116.951823812;2021-11-23 16:57:11.314;29.62;33.38;39;63.24;106.16;215.88;213.14;117.14
0.706381134;116.967824027;2021-11-23 16:57:11.330;29.62;33.38;39;63.24;106.16;215.36;213.14;117.14
0.706381319;116.983824242;2021-11-23 16:57:11.346;29.62;33.38;39;63.24;106.16;215.36;207.44;117.14
0.706381505;116.999823828;2021-11-23 16:57:11.362;29.62;33.38;39;63.24;106.16;215.36;207.44;116.14
0.706391968;117.903824030;2021-11-23 16:57:12.266;29.62;33.66;39;63.24;106.16;215.36;207.44;116.14
0.706392153;117.919824245;2021-11-23 16:57:12.282;29.62;33.66;39.36;63.24;106.16;215.36;207.44;116.14
0.706392338;117.935823831;2021-11-23 16:57:12.298;29.62;33.66;39.36;64.9;106.16;215.36;207.44;116.14
0.706392523;117.951824046;2021-11-23 16:57:12.314;29.62;33.66;39.36;64.9;111.36;215.36;207.44;116.14
0.706392708;117.967824261;2021-11-23 16:57:12.330;29.62;33.66;39.36;64.9;111.36;216.16;207.44;116.14
0.706392894;117.983823847;2021-11-23 16:57:12.346;29.62;33.66;39.36;64.9;111.36;216.16;198.76;116.14
0.706393079;117.999824062;2021-11-23 16:57:12.362;29.62;33.66;39.36;64.9;111.36;216.16;198.76;118.34
0.706403356;118.887824048;2021-11-23 16:57:13.250;29.8;33.66;39.36;64.9;111.36;216.16;198.76;118.34
0.706403542;118.903824263;2021-11-23 16:57:13.266;29.8;33.82;39.36;64.9;111.36;216.16;198.76;118.34
0.706403727;118.919823850;2021-11-23 16:57:13.282;29.8;33.82;40.1;64.9;111.36;216.16;198.76;118.34
0.706403912;118.935824065;2021-11-23 16:57:13.298;29.8;33.82;40.1;68.36;111.36;216.16;198.76;118.34
0.706404097;118.951824280;2021-11-23 16:57:13.314;29.8;33.82;40.1;68.36;116.5;216.16;198.76;118.34
0.706404282;118.967823866;2021-11-23 16:57:13.330;29.8;33.82;40.1;68.36;116.5;216.76;198.76;118.34
0.706404468;118.983824081;2021-11-23 16:57:13.346;29.8;33.82;40.1;68.36;116.5;216.76;198.58;118.34
0.706404653;118.999824296;2021-11-23 16:57:13.362;29.8;33.82;40.1;68.36;116.5;216.76;198.58;115.62
0.706415116;119.903823869;2021-11-23 16:57:14.266;29.8;33.92;40.1;68.36;116.5;216.76;198.58;115.62
0.706415301;119.919824083;2021-11-23 16:57:14.282;29.8;33.92;40.5;68.36;116.5;216.76;198.58;115.62
0.706415498;119.936823840;2021-11-23 16:57:14.299;29.8;33.92;40.5;70.28;116.5;216.76;198.58;115.62
0.706415683;119.952824055;2021-11-23 16:57:14.315;29.8;33.92;40.5;70.28;124.56;216.76;198.58;115.62
0.706415856;119.967824100;2021-11-23 16:57:14.330;29.8;33.92;40.5;70.28;124.56;221.22;198.58;115.62
0.706416042;119.983823686;2021-11-23 16:57:14.346;29.8;33.92;40.5;70.28;124.56;221.22;193.26;115.62
0.706416227;119.999823901;2021-11-23 16:57:14.362;29.8;33.92;40.5;70.28;124.56;221.22;193.26;116.08
0.706426690;120.903824102;2021-11-23 16:57:15.266;29.8;34.08;40.5;70.28;124.56;221.22;193.26;116.08
0.706426875;120.919823689;2021-11-23 16:57:15.282;29.8;34.08;40.94;70.28;124.56;221.22;193.26;116.08
0.706427060;120.935823904;2021-11-23 16:57:15.298;29.8;34.08;40.94;72.06;124.56;221.22;193.26;116.08
0.706427257;120.952824289;2021-11-23 16:57:15.315;29.8;34.08;40.94;72.06;127.68;221.22;193.26;116.08
0.706427442;120.968823875;2021-11-23 16:57:15.331;29.8;34.08;40.94;72.06;127.68;223.56;193.26;116.08
0.706427627;120.984824090;2021-11-23 16:57:15.347;29.8;34.08;40.94;72.06;127.68;223.56;186.36;116.08
0.706427813;121.000824305;2021-11-23 16:57:15.363;29.8;34.08;40.94;72.06;127.68;223.56;186.36;114.58
0.706438079;121.887824121;2021-11-23 16:57:16.250;29.7;34.08;40.94;72.06;127.68;223.56;186.36;114.58
0.706438264;121.903823707;2021-11-23 16:57:16.266;29.7;33.98;40.94;72.06;127.68;223.56;186.36;114.58
0.706438461;121.920824093;2021-11-23 16:57:16.283;29.7;33.98;41.18;72.06;127.68;223.56;186.36;114.58
0.706438646;121.936824308;2021-11-23 16:57:16.299;29.7;33.98;41.18;73.9;127.68;223.56;186.36;114.58
0.706438831;121.952823894;2021-11-23 16:57:16.315;29.7;33.98;41.18;73.9;132.2;223.56;186.36;114.58
0.706439016;121.968824109;2021-11-23 16:57:16.331;29.7;33.98;41.18;73.9;132.2;223.9;186.36;114.58
0.706439201;121.984823696;2021-11-23 16:57:16.347;29.7;33.98;41.18;73.9;132.2;223.9;185.26;114.58
0.706439387;122.000823910;2021-11-23 16:57:16.363;29.7;33.98;41.18;73.9;132.2;223.9;185.26;111.38
0.706449653;122.887823726;2021-11-23 16:57:17.250;29.82;33.98;41.18;73.9;132.2;223.9;185.26;111.38
0.706449838;122.903823941;2021-11-23 16:57:17.266;29.82;34.08;41.18;73.9;132.2;223.9;185.26;111.38
0.706450023;122.919824156;2021-11-23 16:57:17.282;29.82;34.08;41.66;73.9;132.2;223.9;185.26;111.38
0.706450208;122.935823742;2021-11-23 16:57:17.298;29.82;34.08;41.66;77.04;132.2;223.9;185.26;111.38
0.706450394;122.951823957;2021-11-23 16:57:17.314;29.82;34.08;41.66;77.04;138.08;223.9;185.26;111.38
0.706450579;122.967824172;2021-11-23 16:57:17.330;29.82;34.08;41.66;77.04;138.08;223.8;185.26;111.38
0.706450764;122.983823759;2021-11-23 16:57:17.346;29.82;34.08;41.66;77.04;138.08;223.8;184.1;111.38
0.706450949;122.999823974;2021-11-23 16:57:17.362;29.82;34.08;41.66;77.04;138.08;223.8;184.1;111.46
0.706461412;123.903824175;2021-11-23 16:57:18.266;29.82;33.96;41.66;77.04;138.08;223.8;184.1;111.46
0.706461597;123.919823761;2021-11-23 16:57:18.282;29.82;33.96;41.98;77.04;138.08;223.8;184.1;111.46
0.706461782;123.935823976;2021-11-23 16:57:18.298;29.82;33.96;41.98;78.78;138.08;223.8;184.1;111.46
0.706461979;123.952823733;2021-11-23 16:57:18.315;29.82;33.96;41.98;78.78;204.72;223.8;184.1;111.46
0.706462153;123.967823777;2021-11-23 16:57:18.330;29.82;33.96;41.98;78.78;204.72;218.9;184.1;111.46
0.706462338;123.983823992;2021-11-23 16:57:18.346;29.82;33.96;41.98;78.78;204.72;218.9;182.26;111.46
0.706462523;123.999824207;2021-11-23 16:57:18.362;29.82;33.96;41.98;78.78;204.72;218.9;182.26;109.32
0.706472986;124.903823780;2021-11-23 16:57:19.266;29.82;34.02;41.98;78.78;204.72;218.9;182.26;109.32
0.706473183;124.920824166;2021-11-23 16:57:19.283;29.82;34.02;42.28;78.78;204.72;218.9;182.26;109.32
0.706473368;124.936823752;2021-11-23 16:57:19.299;29.82;34.02;42.28;80.52;204.72;218.9;182.26;109.32
0.706473553;124.952823967;2021-11-23 16:57:19.315;29.82;34.02;42.28;80.52;262.1;218.9;182.26;109.32
0.706473738;124.968824182;2021-11-23 16:57:19.331;29.82;34.02;42.28;80.52;262.1;217.74;182.26;109.32
0.706473924;124.984823768;2021-11-23 16:57:19.347;29.82;34.02;42.28;80.52;262.1;217.74;173.5;109.32
0.706474109;125.000823983;2021-11-23 16:57:19.363;29.82;34.02;42.28;80.52;262.1;217.74;173.5;106.62
0.706484375;125.887823799;2021-11-23 16:57:20.250;30.06;34.02;42.28;80.52;262.1;217.74;173.5;106.62
0.706484560;125.903824014;2021-11-23 16:57:20.266;30.06;34.62;42.28;80.52;262.1;217.74;173.5;106.62
0.706484757;125.920823771;2021-11-23 16:57:20.283;30.06;34.62;42.94;80.52;262.1;217.74;173.5;106.62
0.706484931;125.935823815;2021-11-23 16:57:20.298;30.06;34.62;42.94;83.16;262.1;217.74;173.5;106.62
0.706485127;125.952824201;2021-11-23 16:57:20.315;30.06;34.62;42.94;83.16;301.86;217.74;173.5;106.62
0.706485312;125.968823787;2021-11-23 16:57:20.331;30.06;34.62;42.94;83.16;301.86;219.1;173.5;106.62
0.706485498;125.984824002;2021-11-23 16:57:20.347;30.06;34.62;42.94;83.16;301.86;219.1;171.2;106.62
0.706485683;126.000824217;2021-11-23 16:57:20.363;30.06;34.62;42.94;83.16;301.86;219.1;171.2;106
0.706495949;126.887824033;2021-11-23 16:57:21.250;30.12;34.62;42.94;83.16;301.86;219.1;171.2;106
0.706496134;126.903824248;2021-11-23 16:57:21.266;30.12;35;42.94;83.16;301.86;219.1;171.2;106
0.706496319;126.919823834;2021-11-23 16:57:21.282;30.12;35;44.78;83.16;301.86;219.1;171.2;106
0.706496505;126.935824049;2021-11-23 16:57:21.298;30.12;35;44.78;89.74;301.86;219.1;171.2;106
0.706496701;126.952823806;2021-11-23 16:57:21.315;30.12;35;44.78;89.74;294.78;219.1;171.2;106
0.706496875;126.967823850;2021-11-23 16:57:21.330;30.12;35;44.78;89.74;294.78;221.24;171.2;106
0.706497060;126.983824065;2021-11-23 16:57:21.346;30.12;35;44.78;89.74;294.78;221.24;170.94;106
0.706497245;126.999824280;2021-11-23 16:57:21.362;30.12;35;44.78;89.74;294.78;221.24;170.94;106.34
0.706507523;127.887824266;2021-11-23 16:57:22.250;30.36;35;44.78;89.74;294.78;221.24;170.94;106.34
0.706507708;127.903823853;2021-11-23 16:57:22.266;30.36;35.42;44.78;89.74;294.78;221.24;170.94;106.34
0.706507905;127.920824238;2021-11-23 16:57:22.283;30.36;35.42;45.62;89.74;294.78;221.24;170.94;106.34
0.706508090;127.936823825;2021-11-23 16:57:22.299;30.36;35.42;45.62;93.1;294.78;221.24;170.94;106.34
0.706508264;127.951823869;2021-11-23 16:57:22.314;30.36;35.42;45.62;93.1;263.56;221.24;170.94;106.34
0.706508449;127.967824084;2021-11-23 16:57:22.330;30.36;35.42;45.62;93.1;263.56;216.82;170.94;106.34
0.706508634;127.983824299;2021-11-23 16:57:22.346;30.36;35.42;45.62;93.1;263.56;216.82;168.86;106.34
0.706508819;127.999823885;2021-11-23 16:57:22.362;30.36;35.42;45.62;93.1;263.56;216.82;168.86;104.78
0.706519282;128.903824086;2021-11-23 16:57:23.266;30.36;35.56;45.62;93.1;263.56;216.82;168.86;104.78
0.706519479;128.920823843;2021-11-23 16:57:23.283;30.36;35.56;46.08;93.1;263.56;216.82;168.86;104.78
0.706519664;128.936824058;2021-11-23 16:57:23.299;30.36;35.56;46.08;96.12;263.56;216.82;168.86;104.78
0.706519850;128.952824273;2021-11-23 16:57:23.315;30.36;35.56;46.08;96.12;260.44;216.82;168.86;104.78
0.706520035;128.968823860;2021-11-23 16:57:23.331;30.36;35.56;46.08;96.12;260.44;213.94;168.86;104.78
0.706520220;128.984824075;2021-11-23 16:57:23.347;30.36;35.56;46.08;96.12;260.44;213.94;159.48;104.78
0.706520405;129.000824290;2021-11-23 16:57:23.363;30.36;35.56;46.08;96.12;260.44;213.94;159.48;100.72
0.706530671;129.887824105;2021-11-23 16:57:24.250;30.44;35.56;46.08;96.12;260.44;213.94;159.48;100.72
0.706530856;129.903823692;2021-11-23 16:57:24.266;30.44;36;46.08;96.12;260.44;213.94;159.48;100.72
0.706531042;129.919823907;2021-11-23 16:57:24.282;30.44;36;46.8;96.12;260.44;213.94;159.48;100.72
0.706531227;129.935824121;2021-11-23 16:57:24.298;30.44;36;46.8;100.28;260.44;213.94;159.48;100.72
0.706531412;129.951823708;2021-11-23 16:57:24.314;30.44;36;46.8;100.28;261.42;213.94;159.48;100.72
0.706531597;129.967823923;2021-11-23 16:57:24.330;30.44;36;46.8;100.28;261.42;211.94;159.48;100.72
0.706531782;129.983824138;2021-11-23 16:57:24.346;30.44;36;46.8;100.28;261.42;211.94;158.22;100.72
0.706531968;129.999823724;2021-11-23 16:57:24.362;30.44;36;46.8;100.28;261.42;211.94;158.22;99.18
0.706542245;130.887823710;2021-11-23 16:57:25.250;30.62;36;46.8;100.28;261.42;211.94;158.22;99.18
0.706542431;130.903823925;2021-11-23 16:57:25.266;30.62;36.54;46.8;100.28;261.42;211.94;158.22;99.18
0.706542627;130.920824311;2021-11-23 16:57:25.283;30.62;36.54;49.06;100.28;261.42;211.94;158.22;99.18
0.706542812;130.936823897;2021-11-23 16:57:25.299;30.62;36.54;49.06;109.88;261.42;211.94;158.22;99.18
0.706542998;130.952824112;2021-11-23 16:57:25.315;30.62;36.54;49.06;109.88;268.22;211.94;158.22;99.18
0.706543171;130.967824157;2021-11-23 16:57:25.330;30.62;36.54;49.06;109.88;268.22;210.94;158.22;99.18
0.706543356;130.983823743;2021-11-23 16:57:25.346;30.62;36.54;49.06;109.88;268.22;210.94;159.42;99.18
0.706543542;130.999823958;2021-11-23 16:57:25.362;30.62;36.54;49.06;109.88;268.22;210.94;159.42;99.96
0.706554005;131.903824159;2021-11-23 16:57:26.266;30.62;36.66;49.06;109.88;268.22;210.94;159.42;99.96
0.706554201;131.920823916;2021-11-23 16:57:26.283;30.62;36.66;49.8;109.88;268.22;210.94;159.42;99.96
0.706554387;131.936824131;2021-11-23 16:57:26.299;30.62;36.66;49.8;114.46;268.22;210.94;159.42;99.96
0.706554572;131.952823717;2021-11-23 16:57:26.315;30.62;36.66;49.8;114.46;257.76;210.94;159.42;99.96
0.706554757;131.968823932;2021-11-23 16:57:26.331;30.62;36.66;49.8;114.46;257.76;207.52;159.42;99.96
0.706554942;131.984824147;2021-11-23 16:57:26.347;30.62;36.66;49.8;114.46;257.76;207.52;156.86;99.96
0.706555116;131.999824192;2021-11-23 16:57:26.362;30.62;36.66;49.8;114.46;257.76;207.52;156.86;97.44
0.706565394;132.887824178;2021-11-23 16:57:27.250;30.5;36.66;49.8;114.46;257.76;207.52;156.86;97.44
0.706565579;132.903823764;2021-11-23 16:57:27.266;30.5;36.6;49.8;114.46;257.76;207.52;156.86;97.44
0.706565775;132.920824150;2021-11-23 16:57:27.283;30.5;36.6;50.4;114.46;257.76;207.52;156.86;97.44
0.706565961;132.936823736;2021-11-23 16:57:27.299;30.5;36.6;50.4;119.22;257.76;207.52;156.86;97.44
0.706566146;132.952823951;2021-11-23 16:57:27.315;30.5;36.6;50.4;119.22;257.52;207.52;156.86;97.44
0.706566331;132.968824166;2021-11-23 16:57:27.331;30.5;36.6;50.4;119.22;257.52;207.08;156.86;97.44
0.706566505;132.983824210;2021-11-23 16:57:27.346;30.5;36.6;50.4;119.22;257.52;207.08;156.08;97.44
0.706566690;132.999823797;2021-11-23 16:57:27.362;30.5;36.6;50.4;119.22;257.52;207.08;156.08;99.48
0.706576968;133.887823783;2021-11-23 16:57:28.250;30.4;36.6;50.4;119.22;257.52;207.08;156.08;99.48
0.706577153;133.903823998;2021-11-23 16:57:28.266;30.4;36.52;50.4;119.22;257.52;207.08;156.08;99.48
0.706577338;133.919824213;2021-11-23 16:57:28.282;30.4;36.52;50.8;119.22;257.52;207.08;156.08;99.48
0.706577523;133.935823799;2021-11-23 16:57:28.298;30.4;36.52;50.8;122.86;257.52;207.08;156.08;99.48
0.706577708;133.951824014;2021-11-23 16:57:28.314;30.4;36.52;50.8;122.86;243.62;207.08;156.08;99.48
0.706577894;133.967824229;2021-11-23 16:57:28.330;30.4;36.52;50.8;122.86;243.62;203.86;156.08;99.48
0.706578079;133.983823816;2021-11-23 16:57:28.346;30.4;36.52;50.8;122.86;243.62;203.86;154.94;99.48
0.706578252;133.998823860;2021-11-23 16:57:28.361;30.4;36.52;50.8;122.86;243.62;203.86;154.94;100.82
0.706588542;134.887824017;2021-11-23 16:57:29.250;30.68;36.52;50.8;122.86;243.62;203.86;154.94;100.82
0.706588727;134.903824232;2021-11-23 16:57:29.266;30.68;37.12;50.8;122.86;243.62;203.86;154.94;100.82
0.706588912;134.919823818;2021-11-23 16:57:29.282;30.68;37.12;52.88;122.86;243.62;203.86;154.94;100.82
0.706589097;134.935824033;2021-11-23 16:57:29.298;30.68;37.12;52.88;134.66;243.62;203.86;154.94;100.82
0.706589282;134.951824248;2021-11-23 16:57:29.314;30.68;37.12;52.88;134.66;236.46;203.86;154.94;100.82
0.706589468;134.967823834;2021-11-23 16:57:29.330;30.68;37.12;52.88;134.66;236.46;201.6;154.94;100.82
0.706589653;134.983824049;2021-11-23 16:57:29.346;30.68;37.12;52.88;134.66;236.46;201.6;153.28;100.82
0.706589838;134.999824264;2021-11-23 16:57:29.362;30.68;37.12;52.88;134.66;236.46;201.6;153.28;101.16
0.706600127;135.888823792;2021-11-23 16:57:30.251;30.84;37.12;52.88;134.66;236.46;201.6;153.28;101.16
0.706600313;135.904824007;2021-11-23 16:57:30.267;30.84;37.56;52.88;134.66;236.46;201.6;153.28;101.16
0.706600498;135.920824222;2021-11-23 16:57:30.283;30.84;37.56;54.14;134.66;236.46;201.6;153.28;101.16
0.706600683;135.936823809;2021-11-23 16:57:30.299;30.84;37.56;54.14;143.64;236.46;201.6;153.28;101.16
0.706600868;135.952824024;2021-11-23 16:57:30.315;30.84;37.56;54.14;143.64;227.36;201.6;153.28;101.16
0.706601053;135.968824239;2021-11-23 16:57:30.331;30.84;37.56;54.14;143.64;227.36;197.66;153.28;101.16
0.706601227;135.983824283;2021-11-23 16:57:30.346;30.84;37.56;54.14;143.64;227.36;197.66;151.12;101.16
0.706601412;135.999823869;2021-11-23 16:57:30.362;30.84;37.56;54.14;143.64;227.36;197.66;151.12;98.1
0.706611690;136.887823856;2021-11-23 16:57:31.250;31.22;37.56;54.14;143.64;227.36;197.66;151.12;98.1
0.706611887;136.904824241;2021-11-23 16:57:31.267;31.22;38.08;54.14;143.64;227.36;197.66;151.12;98.1
0.706612072;136.920823828;2021-11-23 16:57:31.283;31.22;38.08;55.42;143.64;227.36;197.66;151.12;98.1
0.706612257;136.936824042;2021-11-23 16:57:31.299;31.22;38.08;55.42;158.8;227.36;197.66;151.12;98.1
0.706612442;136.952824257;2021-11-23 16:57:31.315;31.22;38.08;55.42;158.8;222.76;197.66;151.12;98.1
0.706612627;136.968823844;2021-11-23 16:57:31.331;31.22;38.08;55.42;158.8;222.76;196.82;151.12;98.1
0.706612801;136.983823888;2021-11-23 16:57:31.346;31.22;38.08;55.42;158.8;222.76;196.82;145.14;98.1
0.706612986;136.999824103;2021-11-23 16:57:31.362;31.22;38.08;55.42;158.8;222.76;196.82;145.14;92.64
0.706623264;137.887824089;2021-11-23 16:57:32.250;31.9;38.08;55.42;158.8;222.76;196.82;145.14;92.64
0.706623449;137.903824304;2021-11-23 16:57:32.266;31.9;38.98;55.42;158.8;222.76;196.82;145.14;92.64
0.706623646;137.920824061;2021-11-23 16:57:32.283;31.9;38.98;56.32;158.8;222.76;196.82;145.14;92.64
0.706623819;137.935824106;2021-11-23 16:57:32.298;31.9;38.98;56.32;185.72;222.76;196.82;145.14;92.64
0.706624005;137.951823692;2021-11-23 16:57:32.314;31.9;38.98;56.32;185.72;222.84;196.82;145.14;92.64
0.706624190;137.967823907;2021-11-23 16:57:32.330;31.9;38.98;56.32;185.72;222.84;195.86;145.14;92.64
0.706624375;137.983824122;2021-11-23 16:57:32.346;31.9;38.98;56.32;185.72;222.84;195.86;144.78;92.64
0.706624560;137.999823708;2021-11-23 16:57:32.362;31.9;38.98;56.32;185.72;222.84;195.86;144.78;91.34
0.706634838;138.887823695;2021-11-23 16:57:33.250;32.02;38.98;56.32;185.72;222.84;195.86;144.78;91.34
0.706635023;138.903823909;2021-11-23 16:57:33.266;32.02;39.34;56.32;185.72;222.84;195.86;144.78;91.34
0.706635208;138.919824124;2021-11-23 16:57:33.282;32.02;39.34;59.7;185.72;222.84;195.86;144.78;91.34
0.706635394;138.935823711;2021-11-23 16:57:33.298;32.02;39.34;59.7;242.4;222.84;195.86;144.78;91.34
0.706635579;138.951823926;2021-11-23 16:57:33.314;32.02;39.34;59.7;242.4;219.52;195.86;144.78;91.34
0.706635764;138.967824141;2021-11-23 16:57:33.330;32.02;39.34;59.7;242.4;219.52;194.26;144.78;91.34
0.706635949;138.983823727;2021-11-23 16:57:33.346;32.02;39.34;59.7;242.4;219.52;194.26;143.92;91.34
0.706636134;138.999823942;2021-11-23 16:57:33.362;32.02;39.34;59.7;242.4;219.52;194.26;143.92;88.68
0.706646412;139.887823928;2021-11-23 16:57:34.250;32.14;39.34;59.7;242.4;219.52;194.26;143.92;88.68
0.706646597;139.903824143;2021-11-23 16:57:34.266;32.14;39.96;59.7;242.4;219.52;194.26;143.92;88.68
0.706646794;139.920823900;2021-11-23 16:57:34.283;32.14;39.96;61.76;242.4;219.52;194.26;143.92;88.68
0.706646979;139.936824115;2021-11-23 16:57:34.299;32.14;39.96;61.76;255.66;219.52;194.26;143.92;88.68
0.706647164;139.952823701;2021-11-23 16:57:34.315;32.14;39.96;61.76;255.66;220.58;194.26;143.92;88.68
0.706647350;139.968823916;2021-11-23 16:57:34.331;32.14;39.96;61.76;255.66;220.58;193.46;143.92;88.68
0.706647535;139.984824131;2021-11-23 16:57:34.347;32.14;39.96;61.76;255.66;220.58;193.46;139.72;88.68
0.706647708;139.999824176;2021-11-23 16:57:34.362;32.14;39.96;61.76;255.66;220.58;193.46;139.72;88.5
0.706657986;140.887824162;2021-11-23 16:57:35.250;32.34;39.96;61.76;255.66;220.58;193.46;139.72;88.5
0.706658171;140.903823748;2021-11-23 16:57:35.266;32.34;40.58;61.76;255.66;220.58;193.46;139.72;88.5
0.706658356;140.919823963;2021-11-23 16:57:35.282;32.34;40.58;63.98;255.66;220.58;193.46;139.72;88.5
0.706658542;140.935824178;2021-11-23 16:57:35.298;32.34;40.58;63.98;267.96;220.58;193.46;139.72;88.5
0.706658727;140.951823765;2021-11-23 16:57:35.314;32.34;40.58;63.98;267.96;217.42;193.46;139.72;88.5
0.706658912;140.967823980;2021-11-23 16:57:35.330;32.34;40.58;63.98;267.96;217.42;193.12;139.72;88.5
0.706659097;140.983824195;2021-11-23 16:57:35.346;32.34;40.58;63.98;267.96;217.42;193.12;139.54;88.5
0.706659282;140.999823781;2021-11-23 16:57:35.362;32.34;40.58;63.98;267.96;217.42;193.12;139.54;88.88
0.706669560;141.887823767;2021-11-23 16:57:36.250;33.22;40.58;63.98;267.96;217.42;193.12;139.54;88.88
0.706669745;141.903823982;2021-11-23 16:57:36.266;33.22;42.12;63.98;267.96;217.42;193.12;139.54;88.88
0.706669931;141.919824197;2021-11-23 16:57:36.282;33.22;42.12;66.54;267.96;217.42;193.12;139.54;88.88
0.706670116;141.935823783;2021-11-23 16:57:36.298;33.22;42.12;66.54;294.52;217.42;193.12;139.54;88.88
0.706670313;141.952824169;2021-11-23 16:57:36.315;33.22;42.12;66.54;294.52;220.26;193.12;139.54;88.88
0.706670486;141.967824213;2021-11-23 16:57:36.330;33.22;42.12;66.54;294.52;220.26;193.36;139.54;88.88
0.706670671;141.983823800;2021-11-23 16:57:36.346;33.22;42.12;66.54;294.52;220.26;193.36;138.14;88.88
0.706670856;141.999824015;2021-11-23 16:57:36.362;33.22;42.12;66.54;294.52;220.26;193.36;138.14;87.52
0.706681134;142.887824001;2021-11-23 16:57:37.250;33.34;42.12;66.54;294.52;220.26;193.36;138.14;87.52
0.706681319;142.903824216;2021-11-23 16:57:37.266;33.34;42.3;66.54;294.52;220.26;193.36;138.14;87.52
0.706681505;142.919823802;2021-11-23 16:57:37.282;33.34;42.3;69.52;294.52;220.26;193.36;138.14;87.52
0.706681701;142.936824188;2021-11-23 16:57:37.299;33.34;42.3;69.52;427.56;220.26;193.36;138.14;87.52
0.706681875;142.951824232;2021-11-23 16:57:37.314;33.34;42.3;69.52;427.56;215.88;193.36;138.14;87.52
0.706682060;142.967823818;2021-11-23 16:57:37.330;33.34;42.3;69.52;427.56;215.88;192.04;138.14;87.52
0.706682245;142.983824033;2021-11-23 16:57:37.346;33.34;42.3;69.52;427.56;215.88;192.04;138.96;87.52
0.706682431;142.999824248;2021-11-23 16:57:37.362;33.34;42.3;69.52;427.56;215.88;192.04;138.96;87.06
0.706692708;143.887824235;2021-11-23 16:57:38.250;33.54;42.3;69.52;427.56;215.88;192.04;138.96;87.06
0.706692894;143.903823821;2021-11-23 16:57:38.266;33.54;42.5;69.52;427.56;215.88;192.04;138.96;87.06
0.706693079;143.919824036;2021-11-23 16:57:38.282;33.54;42.5;70.92;427.56;215.88;192.04;138.96;87.06
0.706693264;143.935824251;2021-11-23 16:57:38.298;33.54;42.5;70.92;527.46;215.88;192.04;138.96;87.06
0.706693449;143.951823837;2021-11-23 16:57:38.314;33.54;42.5;70.92;527.46;210.98;192.04;138.96;87.06
0.706693634;143.967824052;2021-11-23 16:57:38.330;33.54;42.5;70.92;527.46;210.98;188.34;138.96;87.06
0.706693819;143.983824267;2021-11-23 16:57:38.346;33.54;42.5;70.92;527.46;210.98;188.34;137.78;87.06
0.706693993;143.998824312;2021-11-23 16:57:38.361;33.54;42.5;70.92;527.46;210.98;188.34;137.78;86.52
0.706704282;144.887823840;2021-11-23 16:57:39.250;33.64;42.5;70.92;527.46;210.98;188.34;137.78;86.52
0.706704468;144.903824055;2021-11-23 16:57:39.266;33.64;43.12;70.92;527.46;210.98;188.34;137.78;86.52
0.706704653;144.919824270;2021-11-23 16:57:39.282;33.64;43.12;73.5;527.46;210.98;188.34;137.78;86.52
0.706704850;144.936824027;2021-11-23 16:57:39.299;33.64;43.12;73.5;622.02;210.98;188.34;137.78;86.52
0.706705035;144.952824242;2021-11-23 16:57:39.315;33.64;43.12;73.5;622.02;209.36;188.34;137.78;86.52
0.706705220;144.968823828;2021-11-23 16:57:39.331;33.64;43.12;73.5;622.02;209.36;186.96;137.78;86.52
0.706705405;144.984824043;2021-11-23 16:57:39.347;33.64;43.12;73.5;622.02;209.36;186.96;135.46;86.52
0.706705590;145.000824258;2021-11-23 16:57:39.363;33.64;43.12;73.5;622.02;209.36;186.96;135.46;89.92
0.706715856;145.887824074;2021-11-23 16:57:40.250;34.08;43.12;73.5;622.02;209.36;186.96;135.46;89.92
0.706716042;145.903824289;2021-11-23 16:57:40.266;34.08;44.1;73.5;622.02;209.36;186.96;135.46;89.92
0.706716238;145.920824045;2021-11-23 16:57:40.283;34.08;44.1;76.08;622.02;209.36;186.96;135.46;89.92
0.706716424;145.936824260;2021-11-23 16:57:40.299;34.08;44.1;76.08;701.32;209.36;186.96;135.46;89.92
0.706716597;145.951824305;2021-11-23 16:57:40.314;34.08;44.1;76.08;701.32;213.56;186.96;135.46;89.92
0.706716782;145.967823891;2021-11-23 16:57:40.330;34.08;44.1;76.08;701.32;213.56;185.2;135.46;89.92
0.706716968;145.983824106;2021-11-23 16:57:40.346;34.08;44.1;76.08;701.32;213.56;185.2;135.92;89.92
0.706717153;145.999823692;2021-11-23 16:57:40.362;34.08;44.1;76.08;701.32;213.56;185.2;135.92;92.74
0.706727431;146.887824307;2021-11-23 16:57:41.250;34.24;44.1;76.08;701.32;213.56;185.2;135.92;92.74
